Sentence,Emotion
con cháu việt nam nhục nhã vãi,Disgust
những người thả phẫn nộ xứng đáng là thiên thần . dăm ba cái yêu đương vớ vẩn . ahuhuhu,Sadness
cíu tao khỏi hai tên đồng nghiệp bị crazy huhu,Fear
"thứ kém sang ngồi ăn ngay cạnh tao , có biết tao đang giảm cân không",Disgust
"điều đó không quan trọng , quan trọng là đéo xác nhận lời mời kết bạn",Sadness
rớt vô đây chắc chắc khóc tiếng thái lan,Fear
vì có mối ngon hơn chứ saoooo :(,Disgust
per đó đi chơi nhiều dô hỏi sao da đen -.-,Other
t quá mệt mỏi với cuộc sống này rồi 😓,Sadness
"anh luôn nghĩ thế giới này không có gì đáng sợ , cho đến khi anh không còn thấy em nữa",Sadness
thế theo mấy bác lớp 5 thì viết chữ như thế nào ạ,Other
rồi mấy đứa chân ngắn đi chắc dập người hết . bay qua sao nổi =)))),Fear
"đi viện mà tưng tưng ăn uống được là tốt rồi , mừng mày sớm ra viện nhé cô",Enjoyment
mấy chị làm chung rất ư là dễ thương luôn,Enjoyment
em nó đây nha các bác . kkkkk :))))),Enjoyment
gớm . vi khuẩn vi rút vi trùng vi lung tung beng nấp hết trong đó nhìn nổi da gà .,Disgust
xây làm tưởng xây cái chỗ ỉa chứ,Disgust
không hiểu tại sao bản thân có thể chịu đựng được,Surprise
ghê quá đi,Fear
đem con bọn mày đến đây tao cho ăn cơm mốc rồi cảnh cáo tao rút kinh nghiệm thôi nha,Anger
tao không tin đâu hiccc =(((,Sadness
tao cũng hao mòn nhan sắc như này,Sadness
thằng nhỏ mạnh vãi,Enjoyment
lại là bài nhạc huyền thoại trong xe hơi :3,Other
mình thì # mình chỉ mong chồng tốt thương yêu vợ con gia đình ! gia đình lúc nào cũng vui vẻ hạnh phúc thì ngày nào cũng là ngày ( tình yêu ),Enjoyment
kiểu lâu lâu cũng không được nhắn tin cho ai như thế nên cũng muốn tình cảm xíu =)))) biết đâu,Enjoyment
nó quan tâm mày là lúc nó cô đơn quá và mày vô tình đi ngang đời nó thôi,Disgust
per nhớ ghê á nha 😂,Enjoyment
nơi ấy giữ lại những kí ức tuyệt vời,Enjoyment
mày xây luôn đi chắn biển cho tao . xây xomg muốn viết lồn gì thì viết,Anger
vậy mà trên đời có 1 loại cha vứt bỏ con mình .,Disgust
chia buồn cùng nước pháp,Sadness
ma thì làm sao đáng sợ bằng vợ hả người anh em thiện lành ??????,Disgust
quá tuyệt vời rồi các chàng traiiii,Enjoyment
ngây thơ vãi =)),Disgust
t chỉ có 1 năm thôi cũng phát ngán lên được . đúng là không đi làm ở nhà mang danh kẻ ăn bám,Disgust
đoạn cuối hình như nó khóc,Sadness
đừng bao giờ chơi trò giận dỗi với lũ con gái :)),Other
"per như một cú tát vào mặt , đau lòng quá đi",Sadness
địt mẹ vừa đi ép lại kính xong giờ tan con mẹ nó cái kính rồi 200k của bà mày đấyyyyy !!!!!,Sadness
"trừ khi đường có biển cấm dừng đỗ thì mới không được đỗ , còn có phải phố nào cũng kẻ ô cho ô tô đỗ đâu",Other
dume mệt mỏi thật sự,Anger
cũng có nơi gia đình khá giả mới có nó !,Enjoyment
bởi đi mua cái gì cũng phải chọn chỗ uy tín,Other
"chơi game :v cấp 2 trộm tiền bố mẹ đốt gần 10tr vào game , cuối áy náy không chơi nữa nên ngồi bán nick được khoảng 2tr cũng gọi là thu nhập đầu tiên :v",Enjoyment
per bây giờ thì không nói nhưng mà cảm giác phủ nhận vai trò bà thảo ngày xưa . vl không chị đọc thấy viết khập khiễng quá :))),Disgust
tôi đang ngủ mà ai cứ ăn chóp chép kế bên khó chịu thật !!!,Disgust
sao đi cắt tóc mà mắt nó từ đen sang xanh luôn vậy ?,Surprise
"ở mình bà đéo ông đéo nào cũng muốn dậy đưa giỏi , đứa ngu hay nghịch tý là ông bà ý làm ầm lên .",Anger
đã biết là thế nhưng không còn cách nào khác :(,Sadness
đống góp ý kiến gì mà tằm với tàu không hà,Disgust
mua con lợn 5 chục lì xì được có 40 nghìn mất thời gian tốn cả tiền bạc 😂,Sadness
"nhớ lại ngày đó , làm pg bán giấy , cười suốt ngày , khách chửi cũng cười , mà nhớ thời đó ghê , mới 1 , 2 năm chứ mấy",Enjoyment
người ta đá hay bảo ăn đòn thằng admin ngu lol,Disgust
8h sáng mấy bạn đi ngủ chưa ? sống theo giờ sao hoả hả má,Other
chỉ tại tôi không nói nên không còn cơ hội,Sadness
cái mặt xinh quá,Enjoyment
"đang tính đi nhổ răng khôn ( à quên , nó ngu chứ khôn đéo gì ..) nghe được cảnh báo này chắc không dám đi nhổ luôn .",Fear
nắng cũng đã sắp tàn sao mà chả thấy em đâu ...,Sadness
ai mua thì bán không mua thì thâu 😂,Other
per đã nhẫn nhịn lắm ... đến khi con sen tao cứu tao thì tao đách có sợ đâu nhaaaaaaaa 😂😂😂,Enjoyment
"chời ơi , bé gái cưng muốn xỉu . bạn nữ nào kết hợp sx em bé hơm ?????????????? :))))",Enjoyment
bài học rút ra là học cách buông bỏ những thứ không thuộc về mình,Enjoyment
per cách gì thì kệ mẹ tao,Anger
"công nhận ổng nói tiếng việt giỏi ghê lun ,",Surprise
per đừng hỏi tao nữa,Other
được bác ạ !! cứ lấy vợ giàu là được tuốt =))),Enjoyment
cuộc sống mà =)),Enjoyment
page rẻ rách đĩ mẹ tao bỏ theo dõi súc sinh cận bả xã hội dcm 18 đời nhà mày :),Anger
bếp dầu chủ cái gì nữa,Other
per mở mắt ra đọc đi ! tao như này tất cả là do mày đấy chó ạ !,Anger
mợ không gọi công an phường đến cẩu đi .,Anger
ngã sấp mặt lồn là có thật,Surprise
do mày để gián ngay cửa nó không dám vào nên khóc thôi,Other
đồ phá hoại,Disgust
per xem câu chuyện hư cấu này giết thời gian này 👏,Other
buồn hơn khi tôi còn là gái 🙄,Sadness
phim như shits ức chế như lien quan trẻ trâu,Disgust
per bữa cuối nó ngồi chỗ đó nhìn mà khóc còn cuối khoá thì bth haha,Enjoyment
dume cười vãi luôn trời :)))),Enjoyment
ở chỗ khác chắc gì có đứa béo như mình !,Enjoyment
per đừng ảo tưởng nhé,Disgust
thật sự đọc xong thấy hơi rưng rưng,Sadness
bọn mấy bà thì quyền lực vãi rồi,Other
"sướng nhờ , bên trung chúng nó yêu nhau toàn sống chung . 😂😂😂 toàn richkid :>",Enjoyment
đứng dưới cây này chỉ sợ ngột vì mùi hoa sữa 😂😂😂,Fear
ngôn ngữ gì ngộ nghĩnh vậy,Surprise
ở free được lun hả 😮,Surprise
có ai thấy giống người đẹp 9p không ?,Other
em ghét nhất loại này . dính vào điểm mù của xe to thì ăn cức cụ ạ .,Disgust
"buồn cho những ai thờ ơ , vô cảm trước một sự việc như thế .",Sadness
"aaaaa con nhện 😨 "" aaaaaaa con ế !"" - nhện said 😂😂😂",Enjoyment
"hahaa , đợi em ngủ chút tí ròii buôn :))",Enjoyment
móe mình chưa gặp cảnh này chỉ có dọn bánh kem bọn ném nhau dính lên mọi thứ hòa với bãi nôn thôi 😱😱😱,Disgust
nhớ con gái tao quá :((((,Sadness
minh tu nguyen thuận phạm quan trọng đồng nghiệp có hợp phong thuỷ với mình hay không hâhhah,Enjoyment
tuổi thơ cũng từng trải qua nhiều lời cay nghiệt hơn vậy .. nên c hiểu được cảm giác của em ..,Sadness
sợ vãi tè ăn độc 2 quả mọc luôn 2 cái nhọt ở mông đíu hỉu,Fear
"per một thời mình ở bên nhau 😘😘😘😘, nhớ ghê",Enjoyment
chỉ vì tin “ nó không cắn đâu ” mà tao đã bị “ nó ” cắn 2 lần rồi . dume,Anger
hi vọng hòa bình ở triều tiên sẽ không còn xa nữa . goodbye ! # per,Sadness
"cái đáng nói là chủ không có thương , dòm em husky này ốm nhom , mắt lờ đờ thấy tội lắm",Sadness
thằng nào chưa bước vào quán bar hay karaoke giống tao không 😂 trai ngoan điểm danh 😄,Enjoyment
xinh mà còn ngáo nữa thì người yêu mới cưng =)),Enjoyment
mình đéo làm nhé bạn .,Disgust
"ai thì tao không biết , chứ tao thấy tiền là đã có động lực phấn đấu rồi",Enjoyment
":)))) cuộc sống mà . ngày càng thấy bản thân quá nhạt và "" duyên "" :v",Sadness
"moá nó , cười đau hết cả ruột",Enjoyment
sao con này mồm nó cứ rộng toang toác ra như thế nhỉ ?,Surprise
ý tưởng hay đáy chứ,Enjoyment
có thằng nào mắc cười không hay là do tao đéo có cảm xúc vậy vkl,Enjoyment
lại là án oan sai 😔😔😔,Sadness
yêu như trẻ con tập yêu ây .. có cái chúc sinh nhật mà nháo nhào lên cãi nhau,Disgust
tao quen rồi 😌,Enjoyment
có ai vào đọc bình luận trước khi xem như tao không ???,Other
tình yêu không bao giờ là mãi mãi . rồi cây cũng chết héo mà thôi khà khà,Enjoyment
"đúng là những đứa khốn nạn , có bán hàng hay không thì nói một câu",Anger
đéo tin gì cả 😑,Other
xem mà cuối phim thấy tội chị ma nữ 😂,Sadness
thương các con quá đi,Sadness
trung thu là tết thiếu nhi cớ sao người lớn lại vi vu thế nhỉ,Enjoyment
thời buổi bây giờ càng nhiều tiền thì cơ hội có việc làm sẽ cao hơn,Disgust
per xem đi haha,Enjoyment
per em hiểu sao anh đưa em quyển sổ rồi nha kkk,Enjoyment
em per gì gì đang hot đi làm lại ngực mà đi đoạn đường này thì ngải cứu :)),Other
quả quần tụt tận lỗ đít . đéo hiểu sao n có người yêu,Disgust
"cái này dùng con kiến to to mới có vị chua , còn cái loại kiến này làm màu không tác dụng gì",Other
trông đen đen bẩn bẩn nhìn phát khiếp,Disgust
đó là 1 câu chuyện buồn,Sadness
"con quỷ này hồi nhỏ tao khóc vì nó hoài , thấy nó không dám đi , bỏ đường phải vòng đường khác ,",Fear
phải chi có người yêu nhắn tin ngọt ngào như này,Enjoyment
nhìn mặt bé mèo khó ở ghê - _ -,Disgust
tao cũng có 1 con đi lạc 1 tuần xong nó về bắt cho tao 2 con chuột làm tao mất ngủ xong hôm sau nó đi tiếp 😞 tao mong nó về lắm 😞,Sadness
ác quá,Disgust
lâu lâu được nghe truyện cổ tích thấy còn niềm tin vào cuộc sống 🤣🤣,Enjoyment
tao lại thích chua lè chua loét chứ :))),Enjoyment
nó ảnh hưởng tới cơ thể như thế nào vậy ạ ?,Surprise
chúng ta thật hạnh phúc và luôn đi chung với nhau suốt chặn đường dài rồi đó nà ?,Enjoyment
như nó không phải là tình yêu . khi đã là tình yêu thì không gì đánh đổi nó cả . con gái kỳ lạ chỗ đó .,Other
t thấy dễ mà . không biết thì học khác biết . ez vãi,Enjoyment
"nếu không làm được thì nghỉ đi để người khác làm . đừng để vì mình mà làm ảnh hưởng đến uy tín , danh dự , nhân phẩm của chị em trong ngành . 😌",Disgust
"gia đình bọn này chắc cũng chả ra cái gì con cái mới thế , tội em gái bị đánh",Disgust
ôi cưng cưng quá,Enjoyment
dme thần đèn ăn theo tổng đài vtc à,Disgust
"đã dùng , nhớ quá ngày xưa",Enjoyment
đơn giản 🙂,Enjoyment
rủ được crush đi thì không cần qua đây nữa rồi admin ưiiii :(((,Sadness
tình cờ gặp nó và đột nhiên cắm mặt bỏ chạy như điên,Fear
vl bố tao đang ở đây mà chắc sáng mai mới về mất ??,Fear
căng thẳg quá mà,Sadness
"hồi bé đi mua xôi bị một đàn ngỗng đuổi 🙂 may mình đi xe đạp không thì ăn lol ** với chúng nó , cái thứ mất dậy 🙎🏻‍♀️🙎🏻‍♀️🙎🏻‍♀️",Fear
hồi năm lớp 8 lớp tao bị quỳ trước sân trường đây nguyên lớp luôn,Other
chân thành và giản dị . con yêu mến tình cảm của 2 cụ,Enjoyment
cố gắng lên cụ nhé !!❤,Other
nhốt hết mấy thành phần hát karaoke đấy vào sọt đi trời,Anger
"có tài nhưng đôi lúc muốn làm diễn viên hài 🤣🤣🤣, khoái thanh niên này buồn cười vkl",Enjoyment
cuộc sống đổi thay làm lòng người thay đổi . hiểu vậy cho nó vuông,Other
chung quy là hình thức quảng cáo !!!,Other
sao lại có chuyện vô lý như vậy được chứ 😠. rồi bé nhỏ sẽ như thế nào khi chứng kiến bố nó bị đâm ngay trước mặt nó . nghĩ đã không dám nghĩ tới rồi thấy thương bé quá .,Other
trông anh thần thái vãi :v,Enjoyment
khi bạn thật lòng với ai đó . nhưng người ta coi bạn như 1 trò đùa,Other
giống ml em tao hồi n nhỏ vãi . muốn ngủ với mẹ nhưng bị tao nịnh nọt bắt lên ngủ với tao :)),Enjoyment
đụ con đĩ mẹ hôm nọ đang ngủ thằng lol nào hét ầm ầm . mày về nà hét cha hét mẹ mày chớ ngủ không yên,Anger
có tất cả các vị mày niếm được,Other
cắt tóc rồi mặt như con heo,Disgust
"bây giờ con đã sai vì đã chưa làm gì được cho cha , con thật sự xin lỗi cha và mẹ ,",Sadness
không thấy không biết lòng không đau,Sadness
tán gái hay vãi,Enjoyment
nhìn ghê vãi . ai nuôi mà ác thế,Disgust
"đúng . làm gì không quan trọng , quan trọng là bạn làm điều đó với ai",Other
"xời tưởng gì , cái này tao làm được =)))",Enjoyment
thôi tốt nhất là chịu thua đi . thắng hay thua cũng đâu có được gì .,Other
giao lưu tí không . tự bấm chứ không mua =))),Enjoyment
thằng nào quảng cáo xe vãi thế,Surprise
đấy mới là điều càn đó . huhu,Sadness
hạnh phúc là đây chứ đâu =))),Enjoyment
đó cũng là cái cốt lõi cái then chốt thúc đẩy ông phát tiển sách lược của mình bằng cái tâm và cái tầm .,Other
môn này đéo dành cho những người chân ngắn như tao :) bay qua chắc lọt mẹ xuống sông ^^,Fear
xem đi xem lại vẫn hay ;)))))),Enjoyment
per ông cháu không nè kkk,Enjoyment
có hôm tao đang vương nỏ tính bắn vào con họa mi đang đậu trên cành thì ai ngờ nó phản đame đứt thun dội ngược vào mặt từ đó tao không còn chơi nữa,Sadness
cưng xỉu ~~??,Enjoyment
đằng nào thì điều hòa vẫn bật mà .,Other
:))) mình sướng mà mình không biết hưởng nhìn lại những mảnh đời bất hạnh mình nguối mặt thẹn gấp 100 lần,Sadness
per đến con nít chúng ta cũng không bằng là sao ......... tuổi thơ và tuổi thanh xuân nợ chúng ta quá nhiều thứ rồi 😭😭😭😭,Sadness
